id,symbol,status,date,period,price_at_analysis,position_bias,directional_bias,entry_range,target_range,re_evaluation_level,briefing_notes,result_text,outcome,inactive_datetime
663,SPGI,Inactive,2023-10-19T13:15:40.059Z,Short-Term (1-3 weeks),359.9,Short,None,362.52 - 367.17,351.08 - 344.15,> 371.65,Weekly analysis suggests that SPGI is in an intermediate-term corrective period. Momentum firmly negative on the intermediate-term. Low due 11/6 - 12/18. Daily analysis suggests that SPGI is late in a short-term corrective period. SlimRibbon is negative and Reversal Scout is positive and poised to turn lower. Important to see the daily Reversal Scout turn negative to confirm the next wave lower. S-T low due 10/25 - 11/3. Targeting an intermediate-term 100% Fib extension and a 78.6 Fib retracement on the downside. Favorable is a minor 38.2 to 61.8 drawn from the high of day from 9/29 to the recent swing low on 10.3. Only looking for minor upticks and swift failures here. A move through the 10/17 high would invalidate this idea. Video walk through is available in the Trade Idea post for SPGI.,SPGI traded to within 0.14% of the favorable and has now traded into the target.,Target Zone Reached (Early / Missed Entry),2023-10-20T16:08:06Z
662,XHB,Inactive,2023-10-16T15:32:10.555Z,Short-Term (1-3 weeks),75.28,Short,None,75.81 - 77.39,72.62 - 70.72,> 78.52,Weekly analysis suggests that XHB is in a corrective period. Weekly momentum is negative. Next low due 12/11 - 1/29. Daily analysis suggests that XHB is in a short-term corrective period. SlimRibbon is negative and ReversalScout is positive. This condition of our daily momentum indicators indicates we are likely seeing bear flag forming. Favorable is a minor 38.2 to 61.8. Re-eval is on a close over the 78.6. Targeting a short-term 161.8% Fib extension and a minor 61.8% Fib extension on the downside. Next daily low due 10/25 - 11/8. Video walk through is available for this idea. Level 4 members - please download the grid from the chart grid archive and chart templates section on dashboard.,Conditions for this idea have been satisfied. XHB traded into favorable and sold off swiftly into the target.,Target Zone Reached,2023-10-19T13:32:59Z
661,XBI,Inactive,2023-10-13T17:27:43.227Z,Short-Term (1-3 weeks),69.24,Short,None,70.77 - 72.3,66.86 - 65.42,> 73.38,Weekly analysis suggests that XBI is in a corrective period. Weekly low is due 12/25 - 2/12. Daily analysis suggests that XBI is in a corrective period. SlimRibbon + ReversalScout are negative. There are falling minor resistances just above current levels. Favorable is a minor 38.2 to 61.8. Re-evaluation is the 78.6. Targeting short-term 50-61.8% fib extension zone on the downside. Daily low is due 10/27 - 11/9. Please refer to the XBI trade idea post for the video walkthrough.,Conditions for this idea have been satisfied. XBI traded into favorable and has now traded into target. We will remain focused on the short side on any bounce over the next few days.,Target Zone Reached,2023-10-19T15:07:58Z
660,COP,Inactive,2023-10-12T13:32:19.091Z,Short-Term (1-3 weeks),120.04,Long,None,118.77 - 116.63,125.39 - 126.36,< 115.1,Weekly analysis suggests that COP was due to form a weekly low. Low due 8/21 - 10/16. Daily analysis suggests that COP is in a rising phase. SlimRibbon is neutral and Reversal Scout is turning positive. There are rising minor supports drawn from the higher low on 10/6 to the high on 10/10. We would expect to see only minor pullbacks in COP be bought. Targeting move to the prior weekly & daily cycle high and the short-term 100% Fib extension. A move through the minor 78.6 would render the idea no longer valid.,COP is in the target zone.,Target Zone Reached (Early / Missed Entry),2023-10-13T17:00:19Z
659,ELF,Inactive,2023-10-10T14:15:41.959Z,Short-Term (1-3 weeks),100.0,Short,None,102.67 - 104.85,95.79 - 89.76,> 107.03,Weekly analysis suggests that ELF is late in a corrective period. Momentum remains negative. Low due 10/2 - 11/20. Daily analysis suggests that ELF is in a corrective period. Momentum (ReversalScout + SlimRibbon) is negatively configured. Next daily low due 10/17 - 10/25. Favorable is the minor 38.2 to 50 (drawn from the cycle high on 9/29 to the swing low on 10.5. Re-evaluation is the minor 61.8. Targeting move to the weekly 78.6 and short-term 61.8 Fib ext. Please review the trade idea video walkthrough. Level 4 members can download the grid from the chart grid archive and chart templates section on dashboard.,Removing ELF idea  - the rally into resistances was stronger than expected. It is now back at base of favorable. Inactivating at 102.97 @ 10:44 AM ET.,Pending / Inactive,2023-10-12T14:44:07Z
658,GOOGL,Inactive,2023-10-06T16:47:30.234Z,Short-Term (1-3 weeks),137.41,Long,None,134.78 - 133.1,140.0 - 143.47,< 131.15,Weekly analysis suggests that GOOGL likely formed a slightly early weekly low. Momentum remained positive through the 1 week pullback. Swamped cycle formation (all bullish). Daily analysis suggests that GOOGL is in a short-term rising phase. SlimRibbon and Reversal Scout are now positive. There are rising minor supports just above current levels. Targeting move to the 100-127.2 Ext zone. Re-eval is on a close below the short-term 61.8. Favorable is the RISING minor 38.2 to 61.8 drawn from the higher low on 9/29 to the intraday high on 10/6.,GOOGL only traded to within 0.5% of favorable and is now in target.,Target Zone Reached (Early / Missed Entry),2023-10-11T13:38:55Z
657,KLAC,Inactive,2023-10-06T15:19:04.301Z,Short-Term (1-3 weeks),462.0,Long,None,458.12 - 451.26,470.73 - 480.17,< 446.37,"Weekly analysis suggests that KLA is due to form a low. Low due 8/28 - 10/16. Momentum is negative. Daily analysis suggests that KLA is in a bottoming phase. SlimRibbon is slightly negative. ReversalScout is positive. There is a ""W-bottom"" forming on the daily. Favorable is minor 38.2 to 61.8. Re-eval is 78.6. Targeting 38.2 to 50% Fib retrace. Please review the trade idea video walkthrough. Level 4 members - download grid from chart grid archive and chart templates section on dashboard.",KLAC got within 0.16% of the favorable and is now in the target. Please note if you watched the video it did in fact test the RISING support zone.,Target Zone Reached (Early / Missed Entry),2023-10-10T13:53:47Z
656,ELF,Inactive,2023-09-29T20:27:27.809Z,Short-Term (1-3 weeks),109.83,Short,None,114.9 - 119.35,100.5 - 95.79,> 123.8,"Weekly analysis suggests ELF is late in a corrective period. Momentum is negative. Low is due 10/2 - 11/20. Daily analysis suggests that ELF is forming a bear flag. Momentum (SlimRibbon + Reversal Scout) are bearishly configured. Cycle structure on the daily is also negative. Sum of the evidence favors at leasta retest of the 9/21 daily cycle low into the next timing. Next short-term low is due 10/17 - 10/24. The stock is failing at the falling daily SlimRibbon. Favorable is a minor 38.2 to 50% retracement zone. A close over the 61.8 would render the idea no longer valid. Targeting move to re-test the prior daily cycle low and if it moves through that level, we have a weekly 78.6 around $96. Level 4 members can download the chart from the Chart Grid Archive and Chart Templates section on your dashboard. Level 3 members - scroll down on the trade ideas page to see the e.l.f Beauty post. Please note this is a very volatile stock.",ELF is in target,Target Zone Reached (Early / Missed Entry),2023-10-03T16:02:44Z
655,AMD,Inactive,2023-09-29T00:52:01.796Z,Short-Term (1-3 weeks),102.76,Long,None,100.48 - 98.18,105.19 - 108.1,< 94.46,"Weekly low in AMD is due 9/25 - 11/6. Momentum remains negative and needs to turn up to confirm rising phase is underway. Daily analysis suggests that AMD has likely formed a key short-term low. The ReversalScout is now positive on the 2hr and the SlimRibbon is now neutral. This idea is testing the thesis that a daily low is in place. If so, given the strong day today (9/28) - you would expect to see a test down into today's range to be bought. Favorable is the minor 38.2 to 61.8. Re-evaluation on a close below cycle low support. Targeting move to the daily 78.6 and prior cycle high. Lowered target on 10/4 to 61.8 and 78.6.",AMD is in the revised target zone - please note this is showing very good relative strength vs market and the 78.6 remains the next target.. Only inactivating for tracking purposes!,Target Zone Reached,2023-10-06T14:42:03Z
654,MTCH,Inactive,2023-09-25T19:38:30.305Z,Short-Term (1-3 weeks),41.26,Short,None,42.29 - 43.27,39.99 - 39.27,> 43.98,Weekly analysis suggests that MTCH is in a corrective period. Momentum is negative. Next low due 10/23 - 12/4. Daily analysis suggests that MTCH is in a corrective period. SlimRibbon and Reversal Scout are negatively configured. There are falling minor resistances just above current levels. Favorable is a minor 38.2 to 61.8. Re-eval is on a close over the minor 78.6. Targeting move to the weekly 50 and short-term 127.2 Fib extension. Level 4 members please download from the chart grid archive and chart templates section on your dashboard. NOTE: I created a video walk through for this trade idea - please scroll down on the trade ideas page and click on the MTCH trade idea post to see the analysis/video.,MTCH is in target. Stock only got to within 50c of favorable. It failed at the 2hr ribbon.,Target Zone Reached (Early / Missed Entry),2023-09-27T19:23:35Z
653,ETN,Inactive,2023-09-22T15:05:58.927Z,Short-Term (1-3 weeks),212.43,Short,None,215.66 - 219.76,213.19 - 205.79,> 222.68,Weekly cycle analysis suggests that ETN is in a corrective phase. Weekly momentum is now negative. The wide range reversal to the downside on the weekly after a strong upside move is a strong indication of a cycle peak. The next weekly low is due 12/4 - 1/22. Daily analysis  suggests that ETN is in a corrective phase. SlimRibbon daily and Reversal Scout daily are negatively configured. The next daily low is due 10/2 - 10/12. Favorable is a minor resistance zone (38.2 to 61.8) drawn from the lower high on 9/13. Re-evaluation is on a close over the minor 78.6. Targeting move to the 78.6 and prior daily cycle low. Note there is a minor weekly low due around mid October - this timing lines up with the daily as well. Level 4 members can download the grid from the Chart Grid Archive and Chart Templates section.,ETN remains below favorable. The XLI is due to form a ST low around now. Given markets extended condition will re-visit ETN. Pulling it for now,Pending / Inactive,2023-09-27T19:22:33Z
652,HOG,Inactive,2023-09-20T19:04:19.349Z,Intermediate-Term (3-8 weeks),33.15,Short,None,33.33 - 34.29,31.18 - 30.91,> 34.97,"Weekly analysis suggests that HOG is in a corrective period. Weekly low due 10/23 - 12/4. Daily analysis suggests that HOG is in a corrective period. SlimRibbon is negatively configured. The resistances are drawn from a lower high on 8/9 to the recent swing low on 9/11. Why did we use this anchor point? While we have tested below the key daily cycle low at 32.33 - we have yet to see a CLOSE below that level. Therefore, we are in a neutral condition in the S-T. If we see a close below 32.33 then the condition will get more negative. Targeting a move to the short-term 50% Fib extension and the key weekly cycle low. Next daily low is due 10/25 - 11/7.",Conditions for this idea have been satisfied. HOG traded into favorable and has since rotated lower into the target zone.,Target Zone Reached,2023-10-04T15:41:14Z
651,MDY,Inactive,2023-09-20T18:35:10.582Z,Short-Term (1-3 weeks),469.36,Short,None,474.36 - 480.04,"462.19 - 454.83, 454.69 - 445.3",> 484.08,Weekly analysis suggests that MDY is in a corrective period. Weekly momentum is negative. Daily analysis suggests that MDY is in a corrective period. SlimRibbon is negatively configured. There are FALLING short-term resistances just above current levels. Favorable is the short-term 38.2 to 61.8. Re-evaluation is the 78.6. Targeting move to the short-term Fib extension zone (78.6 - 100% fib extension). Next S-T minor cycle low is due around 10/18. We are expecting to see a bear flag form over next few days. Level 4 members - please download the TOS annotated grid from the Chart Grid Archive and Chart Templates section. Added intermediate-term target on 9/21.,MDY traded to within 1% of the favorable and is now testing the intermediate-term targets. We will look to add another idea on a minor bounce. Overall short-term and intermediate-term conditions remain bearish.,Target Zone Reached (Early / Missed Entry),2023-09-25T15:46:31Z
